WigleWifi-1.4,appRelease=2.26,model=yishay,release=5.0.1,device=ja3g,display=LRX22C.I9500XXUHOI1,board=universal5410,brand=samsung,,,
e0:10:7f:1a:bd:98,Ariel_University,[ESS],09/11/2017 17:40,6,-58,32.10536656,35.20453676,665.3006092,16,WIFI
24:c9:a1:35:d6:38,Ariel_University,[ESS],09/11/2017 17:40,6,-67,32.10536656,35.20453676,665.3006092,16,WIFI
24:c9:a1:35:aa:08,Ariel_University,[ESS],09/11/2017 17:40,11,-73,32.10536656,35.20453676,665.3006092,16,WIFI
24:c9:a1:35:ae:88,Ariel_University,[ESS],09/11/2017 17:40,1,-88,32.10536656,35.20453676,665.3006092,16,WIFI
8c:0c:90:ad:79:33,,[WPA2-PSK-CCMP][ESS],09/11/2017 17:40,6,-88,32.1053469,35.2045341,665.0080074,12,WIFI
3a:bc:1a:1a:ec:af,MX4,[WPA-PSK-CCMP+TKIP][WPS][ESS],09/11/2017 17:40,10,-79,32.10530728,35.20453329,664.8340441,12,WIFI
8c:0c:90:2f:cc:98,Ariel_University,[ESS],09/11/2017 17:40,1,-64,32.10529681,35.20453482,664.7096812,12,WIFI
24:c9:a1:35:aa:08,Ariel_University,[ESS],09/11/2017 17:40,11,-67,32.10529681,35.20453482,664.7096812,12,WIFI
a0:ab:1b:5a:99:0a,,[ESS],09/11/2017 17:40,3,-85,32.10529681,35.20453482,664.7096812,12,WIFI
8c:0c:90:2d:79:68,Ariel_University,[ESS],09/11/2017 17:41,11,-73,32.10529676,35.20453479,664.5368628,12,WIFI
42501_10072_470809,012 Mobile,HSDPA;il,09/11/2017 17:41,0,-97,32.10529676,35.20453479,664.5368628,12,GSM
8c:0c:90:2f:cc:98,Ariel_University,[ESS],09/11/2017 17:41,1,-52,32.10529676,35.20453479,664.7123848,16,WIFI
24:c9:a1:33:34:58,Ariel_University,[ESS],09/11/2017 17:41,6,-67,32.10529676,35.20453479,664.7123848,16,WIFI
8c:0c:90:2d:79:68,Ariel_University,[ESS],09/11/2017 17:41,11,-64,32.10529676,35.20453479,664.7123848,16,WIFI
24:c9:a1:35:ae:88,Ariel_University,[ESS],09/11/2017 17:41,1,-79,32.10529676,35.20453479,664.7123848,16,WIFI
24:c9:a1:55:42:c3,island-1542C0,[WPA2-PSK-CCMP][ESS],09/11/2017 17:41,11,-88,32.10529676,35.20453479,664.7123848,16,WIFI
06:ae:db:c0:7c:05,BezeqFree,[WPA2-PSK-CCMP][ESS],09/11/2017 17:41,6,-88,32.10529676,35.20453479,664.7123848,16,WIFI
24:c9:a1:55:42:c3,island-1542C0,[WPA2-PSK-CCMP][ESS],09/11/2017 17:41,11,-82,32.10528356,35.20450704,664.9665269,16,WIFI
24:c9:a1:33:34:58,Ariel_University,[ESS],09/11/2017 17:41,6,-58,32.10528354,35.204487,665.0103972,12,WIFI
8c:0c:90:2d:79:f8,Ariel_University,[ESS],09/11/2017 17:41,1,-85,32.10528354,35.204487,665.0103972,12,WIFI
8c:0c:90:2e:0f:b8,Ariel_University,[ESS],09/11/2017 17:41,11,-64,32.10525915,35.20447011,665.2103943,16,WIFI
8c:0c:90:2e:0f:b8,Ariel_University,[ESS],09/11/2017 17:41,11,-55,32.10521179,35.20447632,665.5852639,12,WIFI
3a:bc:1a:1a:ec:af,MX4,[WPA-PSK-CCMP+TKIP][WPS][ESS],09/11/2017 17:41,10,-73,32.10515288,35.2044638,665.9766367,12,WIFI
a0:ab:1b:5e:a9:0a,Karsenty,[WPA2-PSK-CCMP][ESS],09/11/2017 17:41,2,-88,32.10515288,35.2044638,665.9766367,12,WIFI
24:c9:a1:35:d6:38,Ariel_University,[ESS],09/11/2017 17:41,6,-61,32.1051348,35.20444969,665.9803543,16,WIFI
24:c9:a1:95:42:c3,,[WPA2-PSK-CCMP][ESS],09/11/2017 17:41,11,-76,32.1051348,35.20444969,665.9803543,16,WIFI
24:c9:a1:36:52:18,Ariel_University,[ESS],09/11/2017 17:41,6,-88,32.1051348,35.20444969,665.9803543,16,WIFI
a0:ab:1b:5e:a9:0a,Karsenty,[WPA2-PSK-CCMP][ESS],09/11/2017 17:41,2,-82,32.1051222,35.20437777,666.0427055,16,WIFI
24:c9:a1:35:ae:88,Ariel_University,[ESS],09/11/2017 17:41,1,-64,32.1051222,35.20437777,666.0427055,16,WIFI
e0:10:7f:1a:8c:d8,Ariel_University,[ESS],09/11/2017 17:41,11,-79,32.1051222,35.20437777,666.0427055,16,WIFI
8c:0c:90:2d:79:38,Ariel_University,[ESS],09/11/2017 17:41,6,-88,32.1051222,35.20437777,666.0427055,16,WIFI
8c:0c:90:2d:79:88,Ariel_University,[ESS],09/11/2017 17:41,11,-61,32.10512151,35.20431565,666.3588471,12,WIFI
a0:8c:fd:0a:52:06,DIRECT-F0-HP DeskJet 3630 series,[WPA2-PSK-CCMP][ESS],09/11/2017 17:41,6,-88,32.10512151,35.20431565,666.3588471,12,WIFI
24:c9:a1:55:42:c3,island-1542C0,[WPA2-PSK-CCMP][ESS],09/11/2017 17:41,11,-73,32.10512068,35.20425386,666.5992542,16,WIFI
8c:0c:90:2f:c7:38,Ariel_University,[ESS],09/11/2017 17:41,11,-88,32.10512068,35.20425386,666.5992542,16,WIFI
8c:0c:90:2f:c7:38,Ariel_University,[ESS],09/11/2017 17:41,11,-64,32.10510035,35.20421485,666.6371444,16,WIFI
a0:ab:1b:5e:a9:0a,Karsenty,[WPA2-PSK-CCMP][ESS],09/11/2017 17:41,2,-76,32.10506672,35.20421037,666.6825445,24,WIFI
24:c9:a1:35:d6:38,Ariel_University,[ESS],09/11/2017 17:41,6,-46,32.10503383,35.2042329,666.7504628,8,WIFI
24:c9:a1:35:d6:38,Ariel_University,[ESS],09/11/2017 17:41,6,-40,32.10499956,35.20424583,666.3710441,8,WIFI
a0:ab:1b:5e:a9:0a,Karsenty,[WPA2-PSK-CCMP][ESS],09/11/2017 17:41,2,-67,32.10499956,35.20424583,666.3710441,8,WIFI
48:ee:0c:3b:4a:ef,Baruch1,[WPA2-PSK-CCMP][ESS],09/11/2017 17:41,6,-88,32.10499956,35.20424583,666.3710441,8,WIFI
42501_10072_470809,012 Mobile,HSDPA;il,09/11/2017 17:41,0,-91,32.10496262,35.20424878,665.9773194,8,GSM
a0:ab:1b:5a:99:0a,,[ESS],09/11/2017 17:41,3,-79,32.10495532,35.20426892,665.3547226,8,WIFI
24:c9:a1:35:d3:68,Ariel_University,[ESS],09/11/2017 17:41,11,-88,32.10495532,35.20426892,665.3547226,8,WIFI
d8:38:0d:05:1b:49,IP-COM_051B48,[ESS],09/11/2017 17:42,2,-88,32.10493688,35.20425485,664.5780498,8,WIFI
d8:38:0d:05:1a:59,IP-COM_051A58,[ESS],09/11/2017 17:42,2,-88,32.10493688,35.20425485,664.5780498,8,WIFI
14:ae:db:46:62:2d,Nadav,[WPA2-PSK-CCMP][ESS],09/11/2017 17:42,6,-88,32.10488961,35.20423153,663.7061643,24,WIFI
52:ee:0c:3b:4a:ec,BezeqFree,[WPA2-PSK-CCMP][ESS],09/11/2017 17:42,6,-88,32.10488961,35.20423153,663.7061643,24,WIFI
24:c9:a1:36:56:e8,Ariel_University,[ESS],09/11/2017 17:42,6,-79,32.10488961,35.20423153,663.7061643,24,WIFI
42501_10072_516799,012 Mobile,HSDPA;il,09/11/2017 17:42,0,-91,32.10487731,35.20421633,663.5380187,8,GSM
d8:38:0d:05:1a:59,IP-COM_051A58,[ESS],09/11/2017 17:42,2,-82,32.10486133,35.20420754,663.3339879,8,WIFI
a0:ab:1b:63:24:4e,yarin,[WPA2-PSK-CCMP][ESS],09/11/2017 17:42,1,-85,32.10486133,35.20420754,663.3339879,8,WIFI
24:c9:a1:36:55:f8,Ariel_University,[ESS],09/11/2017 17:42,11,-88,32.10486133,35.20420754,663.3339879,8,WIFI
24:c9:a1:33:38:38,Ariel_University,[ESS],09/11/2017 17:42,1,-88,32.10486133,35.20420754,663.3339879,8,WIFI
24:c9:a1:36:56:e8,Ariel_University,[ESS],09/11/2017 17:42,6,-73,32.10485538,35.20421348,663.1358855,8,WIFI
24:c9:a1:76:5c:73,island-365C70,[WPA2-PSK-CCMP][ESS],09/11/2017 17:42,1,-85,32.10485538,35.20421348,663.1358855,8,WIFI
a0:ab:1b:56:69:34,dlink225,[WPA2-PSK-CCMP][ESS],09/11/2017 17:42,5,-88,32.10485538,35.20421348,663.1358855,8,WIFI
8c:0c:90:2f:ca:48,Ariel_University,[ESS],09/11/2017 17:42,11,-88,32.10485538,35.20421348,663.1358855,8,WIFI
8c:0c:90:2f:ca:18,Ariel_University,[ESS],09/11/2017 17:42,1,-88,32.10485538,35.20421348,663.1358855,8,WIFI
8c:0c:90:2e:e7:f8,Ariel_University,[ESS],09/11/2017 17:42,11,-88,32.10485538,35.20421348,663.1358855,8,WIFI
8c:0c:90:2e:f0:d8,Ariel_University,[ESS],09/11/2017 17:42,1,-88,32.10483971,35.20421852,662.9027935,8,WIFI
24:c9:a1:33:3b:68,Ariel_University,[ESS],09/11/2017 17:42,6,-88,32.10483971,35.20421852,662.9027935,8,WIFI
d8:38:0d:05:1a:89,IP-COM_051A88,[ESS],09/11/2017 17:42,9,-88,32.10483971,35.20421852,662.9027935,8,WIFI
42501_10072_470809,012 Mobile,HSDPA;il,09/11/2017 17:42,0,-81,32.10483971,35.20421852,662.9027935,8,GSM
d8:38:0d:05:1b:49,IP-COM_051B48,[ESS],09/11/2017 17:42,2,-79,32.10481778,35.20421783,662.7400645,8,WIFI
24:c9:a1:76:5c:33,island-365C30,[WPA2-PSK-CCMP][ESS],09/11/2017 17:42,12,-85,32.10481778,35.20421783,662.7400645,8,WIFI
84:16:f9:54:ee:c0,Arielrobochem,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],09/11/2017 17:42,1,-88,32.10481778,35.20421783,662.7400645,8,WIFI
d8:38:0d:05:1a:c1,IP-COM_051AC0,[ESS],09/11/2017 17:42,9,-88,32.10481778,35.20421783,662.7400645,8,WIFI
d8:38:0d:05:1a:c1,IP-COM_051AC0,[ESS],09/11/2017 17:42,9,-82,32.10479909,35.20422224,662.5971585,16,WIFI
d8:38:0d:05:1b:11,IP-COM_051B10,[ESS],09/11/2017 17:42,9,-79,32.10479909,35.20422224,662.5971585,16,WIFI
24:c9:a1:36:55:f8,Ariel_University,[ESS],09/11/2017 17:42,11,-82,32.10479909,35.20422224,662.5971585,16,WIFI
24:c9:a1:35:a5:e8,Ariel_University,[ESS],09/11/2017 17:42,6,-85,32.10479909,35.20422224,662.5971585,16,WIFI
24:c9:a1:36:56:f8,Ariel_University,[ESS],09/11/2017 17:42,6,-88,32.10479909,35.20422224,662.5971585,16,WIFI
42501_10072_470805,012 Mobile,HSDPA;il,09/11/2017 17:42,0,-87,32.10479909,35.20422224,662.5971585,16,GSM
8c:0c:90:2f:ca:48,Ariel_University,[ESS],09/11/2017 17:42,11,-79,32.10477837,35.20422308,662.3231963,8,WIFI
8c:0c:90:2f:ca:18,Ariel_University,[ESS],09/11/2017 17:42,1,-82,32.10477837,35.20422308,662.3231963,8,WIFI
84:16:f9:54:ee:c0,Arielrobochem,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],09/11/2017 17:42,1,-79,32.10477837,35.20422308,662.3231963,8,WIFI
24:c9:a1:36:56:e8,Ariel_University,[ESS],09/11/2017 17:42,6,-64,32.10466828,35.20432074,659.6405549,12,WIFI
24:c9:a1:76:5c:73,island-365C70,[WPA2-PSK-CCMP][ESS],09/11/2017 17:42,1,-67,32.10466828,35.20432074,659.6405549,12,WIFI
8c:0c:90:2f:ca:48,Ariel_University,[ESS],09/11/2017 17:42,11,-64,32.10466828,35.20432074,659.6405549,12,WIFI
8c:0c:90:2e:f0:d8,Ariel_University,[ESS],09/11/2017 17:42,1,-76,32.10466828,35.20432074,659.6405549,12,WIFI
24:c9:a1:35:d3:78,Ariel_University,[ESS],09/11/2017 17:42,1,-76,32.10466828,35.20432074,659.6405549,12,WIFI
8c:0c:90:30:05:58,Ariel_University,[ESS],09/11/2017 17:42,11,-88,32.10466828,35.20432074,659.6405549,12,WIFI
8c:0c:90:2f:2b:98,Ariel_University,[ESS],09/11/2017 17:42,6,-88,32.10466331,35.20437561,659.0746466,8,WIFI
d8:38:0d:05:1a:b9,IP-COM_051AB8,[ESS],09/11/2017 17:42,9,-88,32.10466331,35.20437561,659.0746466,8,WIFI
8c:0c:90:2e:f0:d8,Ariel_University,[ESS],09/11/2017 17:42,1,-64,32.10463908,35.20446633,658.6121922,8,WIFI
24:c9:a1:35:a5:e8,Ariel_University,[ESS],09/11/2017 17:42,6,-76,32.10463908,35.20446633,658.6121922,8,WIFI
04:a1:51:13:2f:bb,bezeq,[WPA2-PSK-CCMP][WPS][ESS],09/11/2017 17:42,11,-88,32.10463908,35.20446633,658.6121922,8,WIFI
8c:0c:90:30:05:58,Ariel_University,[ESS],09/11/2017 17:42,11,-82,32.10462966,35.20453572,658.3959587,8,WIFI
24:c9:a1:36:55:f8,Ariel_University,[ESS],09/11/2017 17:43,11,-61,32.10461686,35.20464875,658.1898633,8,WIFI
8c:0c:90:ae:f0:d3,,[WPA2-PSK-CCMP][ESS],09/11/2017 17:43,1,-82,32.10461686,35.20464875,658.1898633,8,WIFI
ec:8c:a2:26:d2:98,Ariel_University,[ESS],09/11/2017 17:43,11,-88,32.10461686,35.20464875,658.1898633,8,WIFI
24:c9:a1:36:2f:38,Ariel_University,[ESS],09/11/2017 17:43,1,-88,32.10461686,35.20464875,658.1898633,8,WIFI
8c:0c:90:2f:2b:98,Ariel_University,[ESS],09/11/2017 17:43,6,-76,32.10464446,35.20477445,657.6117465,8,WIFI
8c:0c:90:ad:75:b3,,[WPA2-PSK-CCMP][ESS],09/11/2017 17:43,6,-82,32.10464446,35.20477445,657.6117465,8,WIFI
24:c9:a1:35:d3:68,Ariel_University,[ESS],09/11/2017 17:43,11,-82,32.10464446,35.20477445,657.6117465,8,WIFI
24:c9:a1:35:a5:e8,Ariel_University,[ESS],09/11/2017 17:43,6,-70,32.10468554,35.2049353,657.5396865,8,WIFI
8c:0c:90:ad:75:b3,,[WPA2-PSK-CCMP][ESS],09/11/2017 17:43,6,-73,32.10468554,35.2049353,657.5396865,8,WIFI
24:c9:a1:35:d3:68,Ariel_University,[ESS],09/11/2017 17:43,11,-76,32.10468554,35.2049353,657.5396865,8,WIFI
8c:0c:90:2d:75:b8,Ariel_University,[ESS],09/11/2017 17:43,6,-70,32.10468554,35.2049353,657.5396865,8,WIFI
24:c9:a1:33:34:68,Ariel_University,[ESS],09/11/2017 17:43,11,-79,32.10468554,35.2049353,657.5396865,8,WIFI
24:c9:a1:36:45:28,Ariel_University,[ESS],09/11/2017 17:43,11,-82,32.10468554,35.2049353,657.5396865,8,WIFI
42501_10072_480144,012 Mobile,HSDPA;il,09/11/2017 17:43,0,-111,32.10468554,35.2049353,657.5396865,8,GSM
8c:0c:90:ad:75:b3,,[WPA2-PSK-CCMP][ESS],09/11/2017 17:43,6,-64,32.10468982,35.2050036,657.4660768,6,WIFI
24:c9:a1:35:d3:68,Ariel_University,[ESS],09/11/2017 17:43,11,-70,32.10468982,35.2050036,657.4660768,6,WIFI
42501_10072_480144,012 Mobile,HSDPA;il,09/11/2017 17:43,0,-97,32.10468982,35.2050036,657.4660768,6,GSM
24:c9:a1:35:d3:68,Ariel_University,[ESS],09/11/2017 17:43,11,-58,32.10469096,35.20504798,657.3587337,6,WIFI
8c:0c:90:2f:78:48,Ariel_University,[ESS],09/11/2017 17:43,1,-88,32.10469096,35.20504798,657.3587337,6,WIFI
24:c9:a1:35:d3:68,Ariel_University,[ESS],09/11/2017 17:43,11,-52,32.10470943,35.20510816,657.2863754,12,WIFI
14:ae:db:39:f8:8d,ariel,[WPA2-PSK-CCMP][ESS],09/11/2017 17:43,6,-85,32.10470943,35.20510816,657.2863754,12,WIFI
8c:0c:90:af:35:33,,[WPA2-PSK-CCMP][ESS],09/11/2017 17:43,6,-82,32.10472884,35.20516516,657.2472952,8,WIFI
8c:0c:90:2f:35:38,Ariel_University,[ESS],09/11/2017 17:43,6,-73,32.10472884,35.20516516,657.2472952,8,WIFI
24:c9:a1:76:5c:73,island-365C70,[WPA2-PSK-CCMP][ESS],09/11/2017 17:43,1,-46,32.10472798,35.20520272,657.2597768,8,WIFI
24:c9:a1:35:a6:98,Ariel_University,[ESS],09/11/2017 17:43,6,-85,32.10472798,35.20520272,657.2597768,8,WIFI
f0:b0:52:3e:d8:98,Ariel_University,[ESS],09/11/2017 17:43,1,-88,32.10472078,35.20523214,657.3626862,8,WIFI
42501_10072_470809,012 Mobile,HSDPA;il,09/11/2017 17:43,0,-95,32.10472078,35.20523214,657.3626862,8,GSM
24:c9:a1:33:34:68,Ariel_University,[ESS],09/11/2017 17:43,11,-73,32.10471891,35.20525847,657.4641324,8,WIFI
f0:b0:52:3e:c8:e8,Ariel_University,[ESS],09/11/2017 17:43,1,-88,32.10471828,35.20529194,657.405186,12,WIFI
8c:0c:90:2f:d5:68,Ariel_University,[ESS],09/11/2017 17:43,6,-88,32.10471828,35.20529194,657.405186,12,WIFI
f0:b0:52:3e:c8:58,Ariel_University,[ESS],09/11/2017 17:43,6,-88,32.10471828,35.20529194,657.405186,12,WIFI
24:c9:a1:33:34:68,Ariel_University,[ESS],09/11/2017 17:43,11,-67,32.10472732,35.20531923,657.3164326,12,WIFI
24:c9:a1:35:a6:98,Ariel_University,[ESS],09/11/2017 17:43,6,-79,32.10472732,35.20531923,657.3164326,12,WIFI
8c:0c:90:2f:cc:38,Ariel_University,[ESS],09/11/2017 17:43,11,-85,32.10472732,35.20531923,657.3164326,12,WIFI
24:c9:a1:36:51:b8,Ariel_University,[ESS],09/11/2017 17:43,2,-88,32.10472732,35.20531923,657.3164326,12,WIFI
8c:0c:90:2f:cc:38,Ariel_University,[ESS],09/11/2017 17:43,11,-73,32.104736,35.20538342,657.0069431,12,WIFI
e0:10:7f:1a:89:c8,Ariel_University,[ESS],09/11/2017 17:43,11,-82,32.104736,35.20538342,657.0069431,12,WIFI
8c:0c:90:2e:d4:58,Ariel_University,[ESS],09/11/2017 17:43,6,-88,32.104736,35.20538342,657.0069431,12,WIFI
24:c9:a1:b6:51:b3,,[WPA2-PSK-CCMP][ESS],09/11/2017 17:43,2,-88,32.10473611,35.20540339,656.8314791,8,WIFI
14:ae:db:55:aa:dd,Hilla,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],09/11/2017 17:43,6,-82,32.10472669,35.20546629,656.5944951,6,WIFI
e8:cc:18:ee:77:ac,rewa123,[WPA2-PSK-CCMP][ESS],09/11/2017 17:43,6,-88,32.10472669,35.20546629,656.5944951,6,WIFI
a0:4f:d4:2b:11:c1,israela_2.4,[WPA2-PSK-CCMP][ESS],09/11/2017 17:43,1,-88,32.10472669,35.20546629,656.5944951,6,WIFI
14:ae:db:55:aa:dd,Hilla,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],09/11/2017 17:43,6,-76,32.10474163,35.20553999,656.5354112,8,WIFI
e0:10:7f:9a:89:c3,,[WPA2-PSK-CCMP][ESS],09/11/2017 17:44,11,-88,32.10473985,35.20565353,656.4489201,12,WIFI
8c:0c:90:2f:cc:38,Ariel_University,[ESS],09/11/2017 17:44,11,-67,32.10474237,35.2056916,656.5052586,16,WIFI
24:c9:a1:35:a6:98,Ariel_University,[ESS],09/11/2017 17:44,6,-70,32.10474237,35.2056916,656.5052586,16,WIFI
a0:4f:d4:2b:11:c1,israela_2.4,[WPA2-PSK-CCMP][ESS],09/11/2017 17:44,1,-82,32.10474237,35.2056916,656.5052586,16,WIFI
42501_10072_516799,012 Mobile,HSDPA;il,09/11/2017 17:44,0,-93,32.10474237,35.2056916,656.5052586,16,GSM
e8:cc:18:ee:77:ac,rewa123,[WPA2-PSK-CCMP][ESS],09/11/2017 17:44,6,-76,32.10473834,35.20571801,656.5440027,8,WIFI
48:ee:0c:3e:9f:16,amazonas,[WPA2-PSK-CCMP][ESS],09/11/2017 17:44,5,-82,32.10473834,35.20571801,656.5440027,8,WIFI
8c:0c:90:b0:04:c3,,[WPA2-PSK-CCMP][ESS],09/11/2017 17:44,11,-88,32.10473834,35.20571801,656.5440027,8,WIFI
ec:8c:a2:26:d2:98,Ariel_University,[ESS],09/11/2017 17:44,11,-88,32.10473834,35.20571801,656.5440027,8,WIFI
42501_10072_516798,012 Mobile,HSDPA;il,09/11/2017 17:44,0,-93,32.10473272,35.20575379,656.5963774,6,GSM
24:c9:a1:36:5d:28,Ariel_University,[ESS],09/11/2017 17:44,6,-85,32.1047275,35.20577767,656.7324635,6,WIFI
8c:0c:90:30:04:c8,Ariel_University,[ESS],09/11/2017 17:44,11,-88,32.10472778,35.20579339,656.9862699,8,WIFI
8c:0c:90:2f:d5:68,Ariel_University,[ESS],09/11/2017 17:44,6,-79,32.10473251,35.20584143,657.1789089,8,WIFI
24:c9:a1:35:aa:b8,Ariel_University,[ESS],09/11/2017 17:44,2,-88,32.10473908,35.20593402,657.1936394,8,WIFI
8c:0c:90:2f:d5:68,Ariel_University,[ESS],09/11/2017 17:44,6,-73,32.10473783,35.20596858,657.2052684,8,WIFI
24:c9:a1:b5:aa:b3,,[WPA2-PSK-CCMP][ESS],09/11/2017 17:44,2,-88,32.10473783,35.20596858,657.2052684,8,WIFI
f0:b0:52:3e:c8:d8,Ariel_University,[ESS],09/11/2017 17:44,11,-88,32.10473783,35.20596858,657.2052684,8,WIFI
f0:b0:52:3e:c8:58,Ariel_University,[ESS],09/11/2017 17:44,6,-76,32.10474142,35.20602908,657.2791159,8,WIFI
ec:8c:a2:08:ae:3c,Ariel_University,[ESS],09/11/2017 17:44,36,-84,32.10474142,35.20602908,657.2791159,8,WIFI
ec:8c:a2:08:95:88,Ariel_University,[ESS],09/11/2017 17:44,1,-82,32.10471618,35.2061816,658.0233466,12,WIFI
f0:b0:52:3e:d0:98,Ariel_University,[ESS],09/11/2017 17:44,1,-88,32.10471618,35.2061816,658.0233466,12,WIFI
f0:b0:52:3e:c7:b8,Ariel_University,[ESS],09/11/2017 17:44,1,-88,32.10471618,35.2061816,658.0233466,12,WIFI
f0:b0:52:3e:c7:b8,Ariel_University,[ESS],09/11/2017 17:44,1,-82,32.10468845,35.20622323,658.589638,16,WIFI
ec:8c:a2:88:a2:47,,[WPA2-PSK-CCMP][ESS],09/11/2017 17:44,36,-88,32.10468845,35.20622323,658.589638,16,WIFI
f0:b0:52:3e:d8:98,Ariel_University,[ESS],09/11/2017 17:44,1,-82,32.10468845,35.20622323,658.589638,16,WIFI
8c:0c:90:30:04:c8,Ariel_University,[ESS],09/11/2017 17:44,11,-82,32.10468845,35.20622323,658.589638,16,WIFI
ec:8c:a2:08:a2:4c,Ariel_University,[ESS],09/11/2017 17:44,36,-88,32.10468845,35.20622323,658.589638,16,WIFI
ec:8c:a2:08:a2:48,Ariel_University,[ESS],09/11/2017 17:44,6,-85,32.10468845,35.20622323,658.589638,16,WIFI
ec:8c:a2:08:ae:38,Ariel_University,[ESS],09/11/2017 17:44,6,-88,32.10467844,35.20627932,658.7902326,12,WIFI
f0:b0:52:3e:c7:a8,Ariel_University,[ESS],09/11/2017 17:44,11,-88,32.10467844,35.20627932,658.7902326,12,WIFI
1c:b9:c4:15:fd:68,Ariel_University,[ESS],09/11/2017 17:44,11,-88,32.10467844,35.20627932,658.7902326,12,WIFI
42501_10072_480144,012 Mobile,HSDPA;il,09/11/2017 17:44,0,-105,32.10467844,35.20627932,658.7902326,12,GSM
24:c9:a1:35:aa:b8,Ariel_University,[ESS],09/11/2017 17:44,2,-82,32.10467793,35.20631459,658.8457454,16,WIFI
f0:b0:52:3e:c8:e8,Ariel_University,[ESS],09/11/2017 17:44,1,-82,32.10467793,35.20631459,658.8457454,16,WIFI
f0:b0:52:3e:c8:5c,Ariel_University,[ESS],09/11/2017 17:44,44,-89,32.10467793,35.20631459,658.8457454,16,WIFI
42501_10072_470809,012 Mobile,HSDPA;il,09/11/2017 17:44,0,-105,32.10467793,35.20631459,658.8457454,16,GSM
24:c9:a1:b5:aa:b3,,[WPA2-PSK-CCMP][ESS],09/11/2017 17:44,2,-79,32.10467229,35.2063874,659.0929711,12,WIFI
ec:8c:a2:08:95:8c,Ariel_University,[ESS],09/11/2017 17:44,36,-83,32.10467229,35.2063874,659.0929711,12,WIFI
f0:b0:52:3e:c8:e8,Ariel_University,[ESS],09/11/2017 17:44,1,-76,32.10467229,35.2063874,659.0929711,12,WIFI
f0:b0:52:3e:c8:5c,Ariel_University,[ESS],09/11/2017 17:44,44,-83,32.10467229,35.2063874,659.0929711,12,WIFI
ec:8c:a2:08:aa:dc,Ariel_University,[ESS],09/11/2017 17:44,36,-75,32.10467229,35.2063874,659.0929711,12,WIFI
1c:b9:c4:15:33:d8,Ariel_University,[ESS],09/11/2017 17:44,1,-82,32.10467229,35.2063874,659.0929711,12,WIFI
ec:8c:a2:08:a2:4c,Ariel_University,[ESS],09/11/2017 17:44,36,-82,32.10467141,35.20641644,659.1163554,8,WIFI
1c:b9:c4:16:cc:ac,Ariel_University,[ESS],09/11/2017 17:44,44,-86,32.10467141,35.20641644,659.1163554,8,WIFI
f0:b0:52:3e:c7:ac,Ariel_University,[ESS],09/11/2017 17:44,36,-87,32.10467141,35.20641644,659.1163554,8,WIFI
1c:b9:c4:16:cc:a8,Ariel_University,[ESS],09/11/2017 17:44,11,-85,32.10467141,35.20641644,659.1163554,8,WIFI
ec:8c:a2:08:aa:d8,Ariel_University,[ESS],09/11/2017 17:45,6,-79,32.10463832,35.20646715,659.1921438,6,WIFI
ec:8c:a2:08:95:8c,Ariel_University,[ESS],09/11/2017 17:45,36,-74,32.10463832,35.20646715,659.1921438,6,WIFI
f0:b0:52:3e:d0:98,Ariel_University,[ESS],09/11/2017 17:45,1,-79,32.10463832,35.20646715,659.1921438,6,WIFI
ec:8c:a2:08:aa:dc,Ariel_University,[ESS],09/11/2017 17:45,36,-70,32.10463832,35.20646715,659.1921438,6,WIFI
1c:b9:c4:95:fd:67,,[WPA2-PSK-CCMP][ESS],09/11/2017 17:45,36,-88,32.10463832,35.20646715,659.1921438,6,WIFI
1c:b9:c4:15:fd:6c,Ariel_University,[ESS],09/11/2017 17:45,36,-88,32.10463832,35.20646715,659.1921438,6,WIFI
f0:b0:52:3e:d0:9c,Ariel_University,[ESS],09/11/2017 17:45,36,-90,32.10463832,35.20646715,659.1921438,6,WIFI
42501_10072_470809,012 Mobile,HSDPA;il,09/11/2017 17:45,0,-95,32.10459275,35.20647651,659.1354886,16,GSM
1c:b9:c4:16:cc:a8,Ariel_University,[ESS],09/11/2017 17:45,11,-73,32.10455926,35.20647228,659.223464,6,WIFI
1c:b9:c4:15:41:f8,Ariel_University,[ESS],09/11/2017 17:45,1,-88,32.10455926,35.20647228,659.223464,6,WIFI
1c:b9:c4:16:ed:f8,Ariel_University,[ESS],09/11/2017 17:45,1,-88,32.10455926,35.20647228,659.223464,6,WIFI
ec:8c:a2:88:95:87,,[WPA2-PSK-CCMP][ESS],09/11/2017 17:45,36,-83,32.10453992,35.20647035,659.3631123,12,WIFI
1c:b9:c4:16:cc:ac,Ariel_University,[ESS],09/11/2017 17:45,44,-80,32.10453992,35.20647035,659.3631123,12,WIFI
1c:b9:c4:96:cc:a7,,[WPA2-PSK-CCMP][ESS],09/11/2017 17:45,44,-81,32.10453992,35.20647035,659.3631123,12,WIFI
10:be:f5:3a:25:16,ariel_cyber,[WPA2-PSK-CCMP][ESS],09/11/2017 17:45,7,-88,32.10453992,35.20647035,659.3631123,12,WIFI
